id	SPE_0xA_AR01	SPE_0xA_AR02	SPE_0xA_AR03	SPE_0xA_AR04	SPE_0xA_AR05	SPE_0xA_AR06	SPE_0xA_AR07	SPE_0xA_AR08	SPE_0xA_AR09	SPE_0xA_AR10
S1_L_T22023	0	0	0	0	0	0	0	0	0	0
S1_L_T22024	23	11	7	5	7	4	6	10	5	4
S1_L_T22025	28	41	32	30	25	30	37	18	40	14
S1_L_T22026	32	17	27	26	36	8	10	22	23	12
S1_L_T22027	15	5	7	5	4	4	3	4	1	1
S1_L_T22028	8	6	4	1	3	1	1	1	9	3
S1_L_T22029	13	12	8	8	18	6	6	8	6	10
S1_L_T2203	14	13	10	8	5	3	0	2	5	2
S1_L_T22030	24	39	25	20	26	27	18	22	12	5
S1_L_T22031	1	0	0	0	0	0	0	0	1	0
S1_L_T22032	20	14	6	12	9	8	13	5	5	0
S1_L_T22033	44	40	13	12	23	12	10	15	11	3
S1_L_T22034	77	62	33	30	23	11	14	9	14	5
S1_L_T22035	23	15	9	8	10	2	3	9	4	1
S1_L_T22036	117	84	74	51	28	24	14	11	15	5
S1_L_T22037	42	54	31	22	33	19	2	3	2	4
S1_L_T22038	186	129	114	118	97	66	72	51	62	27
S1_L_T22039	73	71	49	59	72	21	19	17	7	11
S1_L_T2204	28	24	10	10	14	6	12	9	10	3
S1_L_T22040	78	64	63	63	67	38	44	21	34	6
S1_L_T22041	0	0	0	0	0	0	0	0	0	0
S1_L_T22042	72	71	36	48	28	17	7	7	5	10
S1_L_T22043	3	0	3	0	1	0	0	0	2	1
S1_L_T22044	34	35	21	25	23	12	14	6	9	2
S1_L_T22045	26	22	17	11	18	13	12	10	13	2
S1_L_T22046	188	165	131	119	151	49	28	24	15	6
S1_L_T22047	44	38	34	37	33	24	8	34	26	5
S1_L_T22048	22	13	19	12	25	7	7	10	24	6
S1_L_T22049	21	8	6	9	14	5	1	3	1	1
S1_L_T2205	33	13	28	15	23	9	14	15	26	9
S1_L_T22050	16	9	5	3	6	4	2	8	0	2
S1_L_T22051	28	22	10	14	14	5	6	4	10	2
S1_L_T22052	61	44	26	36	36	22	41	45	63	32
S1_L_T22053	1	2	0	0	0	0	0	0	2	0
S1_L_T22054	9	3	6	4	4	3	0	1	0	0
S1_L_T22055	30	21	19	24	17	15	30	14	9	2
S1_L_T22056	10	9	12	13	8	3	2	5	1	1
S1_L_T22057	42	33	19	20	17	13	13	9	13	2
S1_L_T22058	23	25	14	9	18	12	11	16	25	21
S1_L_T22059	54	53	36	37	45	32	39	40	82	51
S1_L_T2206	47	54	38	38	38	19	23	24	8	6
S1_L_T22060	381	274	259	275	337	156	213	440	522	169
S1_L_T22061	16	13	2	6	3	2	6	3	5	0
S1_L_T22062	6	10	5	7	6	3	3	1	1	1
S1_L_T22063	26	11	12	7	13	2	6	12	16	6
S1_L_T22064	2	7	5	6	11	11	7	10	12	7
S1_L_T22065	34	39	29	25	19	11	11	1	1	2
S1_L_T22066	0	0	0	0	0	0	0	0	0	0
S1_L_T22067	79	76	60	63	73	47	59	56	77	25
S1_L_T22068	0	0	0	0	0	0	0	0	0	0
S1_L_T22069	16	13	9	16	4	7	4	2	6	5
S1_L_T2207	89	74	53	56	50	31	23	30	28	11
S1_L_T22070	54	53	44	52	66	42	45	66	93	54
S1_L_T22071	56	38	52	32	34	19	20	10	22	4
S1_L_T22072	3	0	0	1	0	0	0	0	1	1
S1_L_T22073	3	0	0	1	0	2	1	2	1	0
S1_L_T22074	15	18	11	13	30	15	4	7	4	1
S1_L_T22075	30	37	14	15	12	6	3	5	5	5
S1_L_T22076	95	125	103	107	116	62	56	72	58	17
S1_L_T22077	31	36	14	14	17	9	7	4	5	3
S1_L_T22078	107	28	36	39	40	9	9	61	69	19
S1_L_T22079	0	1	0	0	1	2	1	0	1	0
S1_L_T2208	317	279	209	181	159	69	61	54	37	18
S1_L_T22080	3	1	2	0	2	0	2	1	0	0
S1_L_T22081	53	42	38	31	32	16	22	29	45	19
S1_L_T22082	15	4	9	5	13	12	9	13	13	8
S1_L_T22083	20	10	9	13	17	8	8	23	34	13
S1_L_T22084	30	18	18	19	22	8	9	10	12	5
S1_L_T22085	15	12	8	12	12	6	5	4	2	0
S1_L_T22086	41	32	20	18	17	10	14	13	10	2
S1_L_T22087	209	191	149	122	131	80	86	78	61	24
S1_L_T22088	44	31	25	24	12	12	12	7	8	9
S1_L_T22089	105	113	67	59	60	25	29	18	25	9
S1_L_T2209	23	17	26	25	24	11	2	3	3	2
S1_L_T22090	330	343	278	316	324	196	148	110	104	30
S1_L_T22091	3	3	0	1	4	0	0	0	1	2
S1_L_T22092	157	117	125	102	133	98	133	162	165	58
S1_L_T22093	4	4	2	2	1	1	1	1	2	0
S1_L_T22094	17	6	8	6	8	2	4	2	2	1
S1_L_T22095	2	5	2	1	0	1	1	1	5	0
S1_L_T22096	46	48	20	21	31	13	17	6	3	3
S1_L_T22097	84	102	62	68	54	49	55	57	52	29
S1_L_T22098	7	5	5	4	6	5	3	2	4	0
S1_L_T22099	103	88	64	59	65	32	37	64	55	18
S1_L_T221	10	13	14	14	15	3	3	6	11	5
S1_L_T2210	22	17	10	12	8	6	6	4	4	1
S1_L_T22100	9	8	10	7	21	4	0	3	4	2
S1_L_T22101	33	15	8	18	16	3	0	4	3	0
S1_L_T22102	37	26	9	22	17	11	4	4	5	4
S1_L_T22103	20	14	3	9	13	3	11	12	19	15
S1_L_T22104	34	22	18	5	9	2	4	3	3	1
S1_L_T22105	13	8	6	6	5	5	1	5	5	3
S1_L_T22106	0	0	0	0	0	0	0	0	0	0
S1_L_T22107	160	189	136	143	158	131	150	129	188	96
S1_L_T22108	6	6	8	3	6	4	6	5	11	4
S1_L_T22109	13	15	5	14	12	0	10	3	5	2
S1_L_T2211	28	24	24	23	41	2	1	2	7	3
S1_L_T22110	11	14	11	1	6	4	4	3	3	0
S1_L_T22111	18	11	11	7	1	4	4	2	3	1
S1_L_T22112	41	31	11	13	13	7	11	5	3	3
S1_L_T22113	139	117	111	65	31	4	6	3	10	6
S1_L_T22114	7	8	4	5	4	5	1	2	2	7
S1_L_T22115	191	245	137	130	121	76	100	66	54	35
S1_L_T22116	369	294	166	136	152	67	68	92	87	56
S1_L_T22117	44	40	13	12	23	12	10	15	11	3
S1_L_T22118	352	296	282	245	284	178	169	357	430	184
S1_L_T22119	94	71	32	34	15	14	10	12	7	8
S1_L_T2212	4	7	5	4	4	1	0	2	1	0
S1_L_T22120	67	56	47	39	51	29	32	39	40	14
S1_L_T22121	55	46	38	38	32	23	17	16	13	13
S1_L_T22122	147	146	118	124	119	127	146	132	137	72
S1_L_T22123	18	9	9	8	22	4	5	23	25	6
S1_L_T22124	76	65	56	64	54	44	68	70	84	38
S1_L_T22125	1	0	2	0	0	0	0	0	0	0
S1_L_T22126	0	0	0	0	0	0	0	0	0	0
S1_L_T22127	9	8	4	6	3	1	0	0	0	0
S1_L_T22128	15	9	5	13	8	7	5	7	11	0
S1_L_T22129	9	8	2	4	8	2	5	5	3	2
S1_L_T2213	5	4	5	5	2	0	0	1	1	1
S1_L_T22130	11	14	7	5	8	4	9	2	5	3
S1_L_T22131	5	10	4	3	10	2	5	6	7	2
S1_L_T22132	5	2	2	1	2	1	1	1	1	0
S1_L_T22133	7	10	13	12	11	10	4	8	14	13
S1_L_T22134	30	20	9	13	10	7	7	4	5	1
S1_L_T22135	24	20	21	21	25	7	6	19	18	3
S1_L_T22136	32	22	22	16	24	8	5	5	5	4
S1_L_T22137	136	94	78	73	73	45	45	48	54	25
S1_L_T22138	4	2	1	0	2	2	2	0	0	4
S1_L_T22139	18	17	8	9	5	3	0	2	1	1
S1_L_T2214	232	191	101	123	115	47	30	34	25	15
S1_L_T22140	5	5	3	4	4	1	2	6	2	4
S1_L_T22141	2	3	2	3	5	1	1	0	0	0
S1_L_T22142	19	19	12	14	8	7	6	4	1	2
S1_L_T22143	100	92	32	42	44	30	24	22	28	14
S1_L_T22144	0	2	0	0	1	0	0	1	1	0
S1_L_T22145	153	154	123	117	126	54	75	78	93	36
S1_L_T22146	27	24	18	21	24	12	15	3	13	7
S1_L_T22147	156	109	112	83	107	75	78	122	143	61
S1_L_T22148	33	29	7	9	15	10	8	9	11	3
S1_L_T22149	12	3	8	6	7	2	4	5	4	1
S1_L_T2215	150	158	151	138	138	43	23	19	20	7
S1_L_T22150	53	36	28	40	37	21	11	31	36	11
S1_L_T22151	100	81	67	48	54	54	62	69	61	30
S1_L_T22152	0	1	0	0	0	1	0	0	0	0
S1_L_T22153	39	15	29	34	41	7	10	30	45	11
S1_L_T22154	4	3	2	1	0	1	0	0	2	0
S1_L_T22155	180	139	98	99	78	64	55	40	58	35
S1_L_T22156	8	5	3	5	2	0	0	4	1	2
S1_L_T22157	22	18	8	20	12	14	17	15	18	7
S1_L_T22158	117	106	49	55	27	22	13	4	9	5
S1_L_T22159	24	17	8	8	9	12	12	8	6	4
S1_L_T2216	69	60	41	31	30	23	20	19	7	13
S1_L_T22160	11	17	17	15	16	7	8	9	11	3
S1_L_T22161	7	6	10	7	9	6	12	10	11	9
S1_L_T22162	7	6	2	6	0	2	1	2	0	0
S1_L_T22163	50	31	45	48	27	13	10	11	5	1
S1_L_T22164	4	2	4	2	1	3	0	4	3	4
S1_L_T22165	0	0	0	0	0	1	0	0	0	0
S1_L_T22166	331	186	146	131	183	96	103	189	206	83
S1_L_T22167	1	2	2	1	1	2	0	0	0	0
S1_L_T22168	5	6	5	3	1	3	1	1	5	1
S1_L_T22169	20	27	16	16	14	13	4	8	2	2
S1_L_T2217	0	0	0	0	0	0	1	0	1	0
S1_L_T22170	8	6	8	8	9	1	3	8	3	2
S1_L_T22171	1	1	0	0	1	1	0	0	1	0
S1_L_T22172	27	25	23	19	8	11	5	1	9	2
S1_L_T22173	14	18	12	11	6	6	4	4	4	2
S1_L_T22174	20	20	16	8	28	21	13	17	23	19
S1_L_T22175	29	21	20	23	14	12	19	8	18	6
S1_L_T22176	166	151	81	84	61	47	43	29	33	19
S1_L_T22177	8	6	5	2	4	3	1	1	6	0
S1_L_T22178	67	41	25	21	26	19	21	15	13	6
S1_L_T22179	50	44	28	32	29	26	25	19	15	12
S1_L_T2218	225	229	192	191	193	152	173	194	161	46
S1_L_T22180	24	20	19	16	33	15	18	14	21	8
S1_L_T22181	27	20	18	19	9	9	9	11	8	0
S1_L_T22182	48	35	35	17	23	15	11	10	19	2
S1_L_T22183	504	302	167	147	186	93	85	104	153	60
S1_L_T22184	43	35	53	50	59	31	41	50	70	31
S1_L_T22185	27	8	5	8	4	4	4	1	2	1
S1_L_T22186	105	91	64	76	75	62	57	73	123	55
S1_L_T22187	2	0	0	1	1	0	1	0	1	0
S1_L_T22188	32	12	16	7	18	3	0	4	1	1
S1_L_T22189	100	56	55	56	69	25	29	76	126	45
S1_L_T2219	35	28	24	24	31	10	9	13	9	6
S1_L_T22190	28	19	4	11	12	8	10	3	4	2
S1_L_T22191	10	5	3	7	7	5	5	0	5	0
S1_L_T22192	19	30	10	13	15	15	15	13	27	7
S1_L_T22193	10	10	11	2	9	5	3	8	10	6
S1_L_T22194	0	0	0	0	0	0	0	0	0	0
S1_L_T22195	40	40	24	33	18	8	15	12	14	6
S1_L_T22196	22	18	10	11	8	6	6	4	2	1
S1_L_T22197	38	31	26	24	23	5	15	17	23	5
S1_L_T22198	28	24	16	22	23	25	16	27	23	8
S1_L_T22199	94	48	38	42	57	23	36	39	46	36
S1_L_T222	392	398	289	340	347	184	126	130	112	41
S1_L_T2220	38	41	45	32	31	10	7	8	12	4
S1_L_T22200	1	2	0	1	1	1	0	0	1	0
S1_L_T22201	29	14	11	7	10	3	5	2	2	3
S1_L_T22202	23	14	14	16	14	18	21	15	14	5
S1_L_T22203	15	18	14	8	10	4	2	1	3	2
S1_L_T22204	5	1	2	1	1	0	1	0	0	0
S1_L_T22205	52	63	42	35	30	13	7	2	3	1
S1_L_T22206	0	1	0	1	0	1	1	0	0	0
S1_L_T22207	53	53	43	46	52	29	22	43	53	20
S1_L_T22208	5	4	6	6	3	2	2	3	1	0
S1_L_T22209	48	13	16	19	22	2	3	11	21	10
S1_L_T2221	2	2	1	2	0	0	0	0	0	0
S1_L_T22210	11	10	5	6	4	3	5	5	4	2
S1_L_T22211	3	1	1	2	1	3	1	5	6	1
S1_L_T22212	50	40	26	25	15	14	15	7	15	1
S1_L_T22213	4	1	3	2	1	4	0	0	0	1
S1_L_T22214	20	6	6	8	8	1	0	1	1	0
S1_L_T22215	85	54	51	42	44	48	52	74	103	33
S1_L_T22216	6	8	3	0	1	2	1	2	2	0
S1_L_T22217	40	24	36	34	34	4	8	47	65	19
S1_L_T22218	8	14	6	6	2	4	4	0	0	0
S1_L_T22219	53	27	19	9	11	10	10	5	11	2
S1_L_T2222	9	10	10	10	2	6	5	4	8	3
S1_L_T22220	48	39	34	38	44	26	22	24	40	14
S1_L_T22221	69	48	27	43	24	18	7	12	13	7
S1_L_T22222	0	0	0	0	0	0	0	0	0	0
S1_L_T22223	35	25	21	14	26	5	1	4	3	3
S1_L_T22224	7	8	3	3	3	2	1	7	1	2
S1_L_T22225	144	123	110	91	103	55	51	34	30	11
S1_L_T22226	169	148	116	119	122	86	80	45	38	8
S1_L_T22227	68	37	29	33	63	16	14	41	50	21
S1_L_T22228	38	17	28	32	25	15	16	19	22	3
S1_L_T22229	1	0	0	0	0	0	0	0	0	0
S1_L_T2223	4	1	7	4	2	0	0	0	0	1
S1_L_T22230	9	3	1	6	0	2	1	1	0	1
S1_L_T22231	60	53	45	36	42	34	31	32	36	30
S1_L_T22232	7	7	4	6	3	1	4	2	4	1
S1_L_T22233	15	13	14	18	11	6	11	18	11	7
S1_L_T22234	3	3	3	0	4	3	1	1	7	3
S1_L_T22235	72	61	44	48	64	51	58	84	100	39
S1_L_T22236	48	34	47	39	54	5	10	15	17	4
S1_L_T22237	79	69	42	47	44	32	24	27	25	11
S1_L_T22238	121	120	116	127	143	99	78	124	139	51
S1_L_T22239	0	1	1	0	2	1	2	1	0	0
S1_L_T2224	203	101	71	81	79	49	45	71	72	33
S1_L_T22240	13	8	3	7	2	3	4	5	3	0
S1_L_T22241	30	18	27	16	32	4	6	33	56	11
S1_L_T22242	30	26	27	19	18	21	23	22	28	19
S1_L_T22243	42	39	23	28	24	12	10	6	6	7
S1_L_T22244	34	44	29	24	25	12	7	7	5	5
S1_L_T22245	3	2	0	2	0	0	0	0	0	0
S1_L_T22246	59	34	41	43	44	23	14	15	7	6
S1_L_T22247	22	35	15	25	14	4	7	2	2	1
S1_L_T22248	23	9	14	7	9	9	6	4	1	0
S1_L_T22249	175	173	101	99	94	55	40	42	30	8
S1_L_T2225	99	74	58	57	47	41	49	36	57	30
S1_L_T22250	0	0	0	0	0	0	0	0	0	0
S1_L_T22251	53	41	27	32	28	23	29	28	19	10
S1_L_T22252	41	51	37	48	56	21	32	33	44	17
S1_L_T22253	66	16	17	12	18	1	2	5	9	7
S1_L_T22254	15	9	7	6	4	2	1	2	2	1
S1_L_T22255	76	32	36	18	17	12	6	11	20	9
S1_L_T22256	136	85	94	53	71	32	20	50	51	27
S1_L_T22257	129	92	78	85	95	71	73	95	79	13
S1_L_T22258	52	35	18	30	21	6	9	7	6	4
S1_L_T22259	8	13	5	3	8	4	2	4	2	3
S1_L_T2226	2	1	1	0	6	0	0	0	1	1
S1_L_T22260	19	23	10	14	6	1	5	5	3	4
S1_L_T22261	63	99	52	51	45	22	28	22	25	18
S1_L_T22262	44	38	22	21	28	13	14	23	22	4
S1_L_T22263	24	28	22	21	23	12	4	8	11	4
S1_L_T22264	1	1	1	3	1	1	0	1	1	1
S1_L_T22265	100	94	36	51	36	24	25	20	17	7
S1_L_T22266	30	17	29	19	15	13	11	27	34	13
S1_L_T22267	103	76	96	84	87	39	43	104	135	57
S1_L_T22268	266	157	102	103	95	74	88	62	73	33
S1_L_T22269	1	0	0	1	0	0	1	2	1	1
S1_L_T2227	111	95	91	67	76	24	18	21	23	2
S1_L_T22270	5	7	1	2	0	3	2	1	2	0
S1_L_T22271	33	26	16	18	18	8	16	17	9	11
S1_L_T22272	36	45	39	39	32	18	12	4	13	4
S1_L_T22273	4	0	4	1	3	1	0	1	5	0
S1_L_T22274	64	46	26	24	13	9	7	1	4	6
S1_L_T22275	36	23	24	11	16	7	9	3	1	5
S1_L_T22276	15	19	13	12	13	20	13	13	11	5
S1_L_T22277	13	13	8	11	11	5	1	0	5	5
S1_L_T22278	159	79	62	53	50	23	20	20	23	19
S1_L_T22279	58	49	19	16	25	12	12	19	16	2
S1_L_T2228	10	14	8	13	11	5	6	10	12	5
S1_L_T22280	44	26	18	21	20	23	23	13	36	17
S1_L_T22281	53	34	16	19	25	17	12	12	5	15
S1_L_T22282	18	20	20	16	22	9	9	29	20	4
S1_L_T22283	327	286	185	198	206	117	122	87	85	41
S1_L_T22284	54	48	28	30	25	18	31	17	14	8
S1_L_T22285	14	21	21	15	8	6	7	4	4	4
S1_L_T22286	5	1	1	7	4	11	9	6	5	1
S1_L_T22287	82	75	33	26	33	25	39	28	30	16
S1_L_T22288	72	86	53	62	53	39	48	66	86	37
S1_L_T22289	0	0	0	0	0	0	0	0	0	0
S1_L_T2229	25	31	16	22	16	23	17	21	19	2
S1_L_T22290	56	51	54	55	62	31	33	41	35	7
S1_L_T22291	12	9	11	10	9	5	5	3	4	2
S1_L_T22292	16	7	8	11	13	1	4	13	16	3
S1_L_T22293	93	75	57	86	81	89	98	65	62	22
S1_L_T22294	13	12	10	6	6	2	2	2	4	1
S1_L_T22295	75	64	63	52	60	43	37	50	55	25
S1_L_T22296	7	12	8	14	6	3	5	5	5	1
S1_L_T22297	59	56	37	26	21	16	11	4	7	3
S1_L_T22298	13	7	11	10	10	0	1	1	4	3
S1_L_T22299	78	52	42	49	35	35	49	26	44	19
S1_L_T223	31	14	23	24	22	3	4	31	56	18
S1_L_T2230	33	37	24	27	45	10	10	39	29	4
S1_L_T22300	20	26	12	15	13	5	12	12	3	3
S1_L_T22301	27	34	21	8	20	15	7	7	8	4
S1_L_T22302	5	3	0	2	5	1	2	0	1	2
S1_L_T22303	184	55	80	82	111	21	20	91	91	26
S1_L_T22304	124	96	77	83	86	87	66	74	84	24
S1_L_T22305	84	74	59	68	50	22	24	24	23	5
S1_L_T22306	16	17	11	10	5	11	7	5	1	0
S1_L_T22307	9	7	6	12	4	3	7	5	5	2
S1_L_T22308	7	8	2	2	3	3	2	1	0	1
S1_L_T22309	43	31	35	27	53	17	13	19	24	13
S1_L_T2231	45	34	27	28	37	23	26	45	58	18
S1_L_T22310	21	9	21	18	38	4	5	31	20	6
S1_L_T22311	2	2	2	2	1	1	0	1	3	1
S1_L_T22312	32	27	19	14	10	10	5	0	2	2
S1_L_T22313	4	5	5	4	1	2	1	2	0	0
S1_L_T22314	156	180	148	137	145	40	27	21	16	15
S1_L_T22315	17	12	12	9	22	13	10	12	7	1
S1_L_T22316	10	11	10	8	12	5	6	5	2	2
S1_L_T22317	60	51	52	36	34	33	33	39	33	24
S1_L_T22318	13	6	2	6	7	4	2	6	7	1
S1_L_T22319	12	20	12	12	11	10	10	6	4	0
S1_L_T2232	29	6	10	16	18	0	1	13	25	3
S1_L_T22320	55	28	12	37	42	20	16	16	14	4
S1_L_T22321	7	10	10	7	7	6	1	8	6	2
S1_L_T22322	146	105	68	57	42	26	28	17	13	16
S1_L_T22323	16	15	10	9	11	3	7	7	7	1
S1_L_T22324	46	37	35	29	18	19	12	15	10	1
S1_L_T22325	27	14	12	13	21	5	3	17	25	15
S1_L_T22326	12	13	10	11	13	6	9	9	18	4
S1_L_T22327	32	45	42	47	41	13	18	14	27	12
S1_L_T22328	9	4	9	6	7	3	3	11	11	3
S1_L_T22329	86	71	28	37	42	13	9	7	16	12
S1_L_T2233	11	8	5	8	8	4	2	2	2	0
S1_L_T22330	334	316	183	171	126	101	81	62	71	39
S1_L_T22331	2	1	1	0	0	0	1	0	0	0
S1_L_T22332	43	34	38	38	46	4	4	13	26	9
S1_L_T22333	8	6	17	12	12	0	1	1	3	1
S1_L_T22334	59	39	42	37	39	12	28	55	57	25
S1_L_T22335	145	105	98	105	126	41	44	66	50	34
S1_L_T22336	222	183	156	145	207	114	127	174	201	62
S1_L_T22337	20	20	20	11	10	4	2	3	4	5
S1_L_T22338	50	34	22	14	14	10	12	6	5	2
S1_L_T22339	26	33	15	26	15	9	16	8	1	1
S1_L_T2234	6	10	2	2	5	6	1	1	0	1
S1_L_T22340	27	21	13	10	19	14	24	15	15	3
S1_L_T22341	130	103	65	47	34	24	13	6	11	9
S1_L_T22342	98	100	87	78	91	53	50	52	64	18
S1_L_T22343	3	2	0	1	0	0	0	1	0	0
S1_L_T22344	55	50	25	40	24	17	13	4	10	3
S1_L_T22345	54	32	36	30	53	22	33	45	60	26
S1_L_T22346	5	3	8	4	2	4	2	1	2	2
S1_L_T22347	90	91	68	66	77	46	46	28	38	13
S1_L_T22348	16	20	10	8	5	1	2	0	5	2
S1_L_T22349	213	180	143	133	178	139	182	175	209	123
S1_L_T2235	69	46	33	30	36	41	27	34	49	26
S1_L_T22350	0	0	0	0	0	0	0	0	0	0
S1_L_T22351	39	17	43	29	47	8	7	26	28	7
S1_L_T22352	35	25	32	13	36	7	1	3	5	1
S1_L_T22353	29	37	21	28	36	26	30	23	27	11
S1_L_T22354	26	27	23	18	18	27	17	6	12	8
S1_L_T22355	37	27	24	14	13	10	8	10	9	3
S1_L_T22356	8	1	5	1	1	1	0	0	0	1
S1_L_T22357	22	19	17	16	16	8	7	3	5	2
S1_L_T22358	299	187	221	202	310	104	101	183	123	43
S1_L_T22359	204	173	152	144	159	59	71	84	72	19
S1_L_T2236	31	12	11	12	7	5	6	1	2	5
S1_L_T22360	61	52	29	27	42	34	32	28	27	14
S1_L_T22361	36	26	25	20	30	20	31	35	21	8
S1_L_T22362	10	17	7	14	10	5	7	14	21	8
S1_L_T22363	33	53	50	44	35	35	15	9	5	2
S1_L_T22364	10	6	7	7	0	4	1	2	4	1
S1_L_T22365	72	71	48	50	46	32	33	31	30	12
S1_L_T22366	3	4	0	3	1	1	0	0	0	0
S1_L_T22367	81	77	39	38	51	22	27	30	35	8
S1_L_T22368	5	2	4	4	10	0	3	1	5	0
S1_L_T22369	99	74	58	46	27	23	14	7	9	9
S1_L_T2237	3	5	1	4	4	5	0	2	3	5
S1_L_T22370	80	72	73	71	101	21	17	95	123	47
S1_L_T22371	112	115	87	107	105	98	108	136	134	66
S1_L_T22372	80	89	63	55	47	32	53	23	41	24
S1_L_T22373	14	18	6	5	6	5	3	2	1	2
S1_L_T22374	96	117	108	108	133	64	79	154	179	103
S1_L_T22375	39	30	33	28	35	28	21	24	24	11
S1_L_T22376	34	20	21	18	26	4	9	12	15	4
S1_L_T22377	225	220	195	206	245	127	177	279	265	98
S1_L_T22378	6	3	4	8	8	1	0	6	3	4
S1_L_T22379	27	23	22	16	17	8	5	3	3	5
S1_L_T2238	29	10	6	7	12	4	2	6	1	0
S1_L_T22380	37	49	22	34	44	30	27	24	18	11
S1_L_T22381	10	12	4	2	2	0	2	2	1	1
S1_L_T22382	1	1	1	1	2	0	0	3	0	0
S1_L_T22383	20	6	6	8	12	1	2	16	28	6
S1_L_T22384	7	5	6	10	10	1	3	9	7	3
S1_L_T22385	19	9	14	11	13	5	6	8	17	0
S1_L_T22386	15	21	9	15	13	7	8	3	1	1
S1_L_T22387	38	58	46	39	60	36	36	53	59	16
S1_L_T22388	36	30	19	18	21	7	8	14	11	2
S1_L_T22389	76	72	66	44	44	13	7	39	27	10
S1_L_T2239	69	58	28	60	43	15	19	20	7	5
S1_L_T22390	38	26	20	25	12	10	2	1	2	4
S1_L_T22391	47	25	27	29	36	21	29	24	17	7
S1_L_T22392	58	77	48	47	51	26	19	14	31	19
S1_L_T22393	135	90	89	113	112	38	37	58	63	23
S1_L_T22394	36	41	25	30	27	19	20	25	14	10
S1_L_T22395	3	2	2	3	3	0	0	2	0	1
S1_L_T22396	1	4	5	3	2	2	2	4	0	0
S1_L_T22397	246	180	116	104	80	89	84	69	76	40
S1_L_T22398	12	7	5	6	5	1	2	2	2	0
S1_L_T22399	22	16	4	8	13	6	2	1	4	0
S1_L_T224	96	71	57	77	82	64	95	75	128	79
S1_L_T2240	21	15	8	12	17	12	9	5	4	3
S1_L_T22400	42	43	16	24	16	12	6	4	7	1
S1_L_T22401	90	66	32	31	23	18	16	13	13	6
S1_L_T22402	13	11	6	12	5	4	1	2	1	0
S1_L_T22403	12	3	5	2	3	1	1	0	0	0
S1_L_T22404	6	9	3	5	3	5	4	5	8	1
S1_L_T22405	80	108	70	70	44	28	54	28	36	17
S1_L_T22406	19	15	9	12	12	5	5	19	18	6
S1_L_T22407	81	51	37	29	29	13	15	29	40	19
S1_L_T22408	38	38	30	27	35	15	18	12	8	0
S1_L_T22409	93	52	57	55	70	32	54	91	120	65
S1_L_T2241	27	23	10	8	8	13	17	10	12	8
S1_L_T22410	26	24	15	21	17	11	8	9	5	6
S1_L_T22411	33	33	19	25	26	29	37	23	32	7
S1_L_T22412	52	35	17	16	24	23	11	22	18	7
S1_L_T22413	92	94	70	77	72	60	60	62	71	37
S1_L_T22414	166	120	146	143	161	70	75	161	189	57
S1_L_T22415	86	88	107	75	71	57	48	54	32	6
S1_L_T22416	96	75	87	84	71	30	24	29	24	8
S1_L_T22417	11	8	11	7	9	2	2	3	1	1
S1_L_T22418	23	36	22	15	8	10	13	11	9	1
S1_L_T22419	12	8	1	3	8	5	4	5	2	5
S1_L_T2242	161	139	104	107	118	102	147	148	174	52
S1_L_T22420	72	81	49	44	34	16	20	14	15	10
S1_L_T22421	10	3	3	5	5	3	2	2	2	2
S1_L_T22422	7	2	2	0	3	1	1	1	1	1
S1_L_T22423	38	42	21	17	23	13	7	2	5	3
S1_L_T22424	23	12	7	7	11	2	3	0	1	0
S1_L_T22425	6	6	4	8	4	1	2	4	1	2
S1_L_T22426	88	45	41	36	47	20	29	48	41	22
S1_L_T22427	59	51	35	33	47	35	60	48	65	31
S1_L_T22428	62	60	50	52	25	20	18	13	15	5
S1_L_T22429	25	16	13	19	19	6	9	11	18	5
S1_L_T2243	33	42	38	31	36	22	26	37	34	25
S1_L_T22430	35	24	26	36	34	20	8	64	70	39
S1_L_T22431	27	12	9	7	10	4	7	5	6	5
S1_L_T22432	10	7	3	7	3	4	1	2	2	2
S1_L_T22433	52	19	19	21	39	9	7	25	34	7
S1_L_T22434	90	73	33	35	35	13	9	10	5	4
S1_L_T22435	1	3	10	4	10	2	1	1	2	1
S1_L_T22436	35	37	11	14	16	10	4	2	4	1
S1_L_T22437	110	115	33	55	53	24	27	12	16	10
S1_L_T22438	14	17	16	11	18	3	1	2	1	0
S1_L_T22439	18	17	8	13	11	9	3	3	3	0
S1_L_T2244	72	54	55	50	62	23	35	34	44	11
S1_L_T22440	0	0	0	0	0	0	0	0	0	0
S1_L_T22441	0	0	0	0	0	0	0	0	0	0
S1_L_T22442	16	5	9	11	11	6	4	15	14	15
S1_L_T22443	63	54	62	52	65	12	8	12	8	10
S1_L_T22444	178	161	108	90	84	46	48	19	21	9
S1_L_T22445	135	82	118	133	134	19	13	57	89	22
S1_L_T22446	1	1	0	1	0	0	0	0	0	0
S1_L_T22447	60	51	28	34	36	17	25	21	30	8
S1_L_T22448	80	66	23	35	29	23	15	11	11	6
S1_L_T22449	53	41	40	42	38	11	12	6	8	4
S1_L_T2245	18	19	19	20	32	25	20	11	12	5
S1_L_T22450	51	38	44	49	60	31	44	54	56	24
S1_L_T22451	5	6	4	2	4	4	3	4	2	1
S1_L_T22452	0	4	4	3	2	0	1	1	3	0
S1_L_T22453	67	47	35	19	29	18	22	11	15	4
