id	SPE_0xA_AR01	SPE_0xA_AR02	SPE_0xA_AR03	SPE_0xA_AR04	SPE_0xA_AR05	SPE_0xA_AR06	SPE_0xA_AR07	SPE_0xA_AR08	SPE_0xA_AR09	SPE_0xA_AR10
S3_H_T2224	215	191	98	83	82	38	29	17	17	19
S3_H_T2225	157	149	102	104	88	57	58	43	47	29
S3_H_T2226	1	1	0	0	0	0	0	0	0	1
S3_H_T2227	85	70	45	40	41	25	29	22	26	16
S3_H_T2228	62	76	63	57	40	38	37	36	37	15
S3_H_T2229	33	25	37	24	22	20	14	13	16	4
S3_H_T223	29	8	8	6	8	5	2	2	8	0
S3_H_T2230	16	15	8	11	6	2	6	2	4	5
S3_H_T2231	14	12	3	2	8	2	4	1	2	0
S3_H_T2232	197	167	159	148	179	55	40	73	72	20
S3_H_T2233	148	123	89	77	77	42	38	41	52	32
S3_H_T2234	115	117	73	58	66	18	27	17	14	12
S3_H_T2235	79	87	53	51	40	27	25	19	19	9
S3_H_T2236	135	134	92	79	78	47	62	45	53	37
S3_H_T2237	20	16	8	14	14	1	3	4	3	2
S3_H_T2238	31	35	32	41	16	8	16	11	13	8
S3_H_T2239	65	65	47	41	47	37	40	34	40	14
S3_H_T224	30	15	26	30	39	9	4	17	13	1
S3_H_T2240	107	87	76	72	80	35	46	83	106	58
S3_H_T2241	0	0	1	1	0	0	0	0	0	0
S3_H_T2242	7	4	1	0	2	2	2	4	2	0
S3_H_T2243	36	27	21	19	19	10	12	9	13	8
S3_H_T2244	46	30	13	14	17	7	5	10	13	5
S3_H_T2245	30	21	18	25	17	13	10	21	23	10
S3_H_T2246	75	61	66	58	85	26	18	26	18	18
S3_H_T2247	37	13	15	14	26	6	1	2	2	4
S3_H_T2248	37	41	28	25	26	12	12	12	12	7
S3_H_T2249	80	70	63	66	78	54	84	54	68	28
S3_H_T225	7	6	8	5	10	0	0	3	3	0
S3_H_T2250	0	2	0	1	1	0	2	0	0	1
S3_H_T2251	6	3	10	12	10	3	2	4	3	0
S3_H_T2252	20	17	19	21	18	10	9	9	9	3
S3_H_T2253	103	78	44	38	32	25	19	10	22	10
S3_H_T2254	35	38	24	17	21	15	8	4	11	8
S3_H_T2255	107	104	74	92	93	82	89	99	130	47
S3_H_T2256	17	6	6	8	5	6	3	3	0	0
S3_H_T2257	6	10	3	5	5	0	1	1	1	0
S3_H_T2258	59	64	26	33	35	37	16	18	22	5
S3_H_T2259	62	60	31	29	25	11	10	5	7	5
S3_H_T226	0	0	1	0	0	0	0	0	0	0
S3_H_T2260	60	56	41	47	41	34	40	44	49	21
S3_H_T2261	74	60	35	35	34	24	31	35	35	23
S3_H_T2262	17	13	5	3	4	5	3	2	1	0
S3_H_T2263	2	0	1	1	0	0	0	0	1	0
S3_H_T2264	20	14	11	16	9	3	6	7	0	1
S3_H_T2265	69	55	48	34	45	33	25	17	27	16
S3_H_T2266	157	99	91	112	122	83	90	162	175	99
S3_H_T2267	49	40	22	16	30	17	10	8	12	4
S3_H_T2268	4	9	2	2	7	3	2	1	1	0
S3_H_T2269	6	4	1	2	1	0	2	3	0	4
S3_H_T227	103	88	93	70	70	17	17	22	22	12
S3_H_T2270	12	5	3	1	1	1	0	2	0	0
S3_H_T2271	29	19	6	11	11	6	7	7	12	7
S3_H_T2272	15	16	10	12	6	5	4	2	0	0
S3_H_T2273	75	25	54	37	85	7	7	95	197	93
S3_H_T2274	69	50	30	42	39	11	8	15	7	10
S3_H_T2275	4	4	5	8	3	1	4	5	10	4
S3_H_T2276	37	25	16	14	13	12	5	10	10	6
S3_H_T2277	38	46	36	31	25	20	31	18	26	19
S3_H_T2278	19	10	22	17	23	4	5	32	47	14
S3_H_T2279	100	64	69	63	32	20	19	26	23	11
S3_H_T228	74	51	39	45	39	42	34	26	26	9
S3_H_T2280	69	33	52	36	66	9	7	6	21	10
S3_H_T2281	5	2	4	1	3	3	1	3	2	0
S3_H_T2282	0	0	1	0	0	0	1	0	0	1
S3_H_T2283	1	2	2	2	0	0	0	3	5	0
S3_H_T2284	25	18	10	15	11	5	8	5	7	2
S3_H_T2285	22	30	17	13	14	9	10	5	11	7
S3_H_T2286	28	32	22	24	25	24	32	19	27	22
S3_H_T2287	3	2	0	8	1	7	5	1	2	0
S3_H_T2288	13	12	9	14	16	7	12	13	7	2
S3_H_T2289	58	44	56	52	61	22	22	44	42	12
S3_H_T229	114	92	56	68	63	29	53	45	48	27
S3_H_T2290	28	16	16	21	30	14	9	23	37	5
S3_H_T2291	42	28	21	15	11	4	2	3	2	0
S3_H_T2292	5	2	1	3	1	0	1	0	0	1
S3_H_T2293	33	25	23	38	34	15	13	22	59	18
S3_H_T2294	11	3	3	8	4	0	7	3	4	0
S3_H_T2295	101	93	111	108	149	62	57	92	125	28
S3_H_T2296	0	0	0	0	0	0	0	1	0	0
S3_H_T2297	25	15	13	10	0	9	2	5	2	2
S3_H_T2298	0	3	0	4	4	2	0	4	6	0
S3_H_T2299	39	6	27	23	39	2	2	36	90	32
S3_H_T23	246	239	213	208	195	116	139	137	187	64
S3_H_T230	24	14	18	19	25	7	13	15	29	6
S3_H_T2300	28	14	11	12	16	8	5	11	6	8
S3_H_T2301	75	52	25	19	19	13	9	11	10	6
S3_H_T2302	1	1	0	1	1	2	0	0	0	0
S3_H_T2303	14	12	12	15	12	8	4	4	11	5
S3_H_T2304	81	62	63	53	66	43	48	90	125	71
S3_H_T2305	137	83	66	84	110	47	67	149	200	127
S3_H_T2306	1	1	0	1	2	0	1	1	1	0
S3_H_T2307	43	44	27	25	24	16	16	9	15	15
S3_H_T2308	14	8	5	4	9	4	7	4	6	1
S3_H_T2309	144	138	119	102	98	63	80	95	99	29
S3_H_T231	212	164	159	163	207	98	120	165	162	32
S3_H_T2310	135	143	76	82	77	70	61	60	85	40
S3_H_T2311	139	81	66	87	84	59	59	50	48	37
S3_H_T2312	23	20	11	9	11	9	1	2	1	2
S3_H_T2313	0	0	1	0	0	0	0	0	0	0
S3_H_T2314	14	19	14	13	6	9	9	15	20	15
S3_H_T2315	1	1	0	0	0	0	0	0	0	0
S3_H_T2316	81	70	67	68	70	37	53	81	80	17
S3_H_T2317	45	29	24	32	34	29	18	19	19	13
S3_H_T2318	93	64	37	36	35	29	37	37	38	21
S3_H_T2319	88	80	48	55	62	21	22	13	13	8
S3_H_T232	44	51	65	34	45	17	8	10	11	3
S3_H_T2320	34	19	18	16	20	11	12	7	12	6
S3_H_T2321	11	5	5	4	5	4	1	7	3	0
S3_H_T2322	1	1	0	0	0	0	0	0	2	0
S3_H_T2323	233	190	144	106	114	53	83	60	61	25
S3_H_T2324	65	55	43	28	20	15	7	19	13	4
S3_H_T2325	26	24	14	11	17	7	13	6	13	7
S3_H_T2326	24	20	11	22	15	14	11	11	6	4
S3_H_T2327	92	70	47	51	75	31	62	52	75	31
S3_H_T2328	39	22	17	13	19	6	11	16	9	3
S3_H_T2329	6	2	3	1	1	0	0	0	2	1
S3_H_T233	26	24	27	29	18	23	21	22	24	8
S3_H_T2330	55	21	27	21	27	11	4	37	32	3
S3_H_T2331	36	42	35	27	20	7	12	8	9	3
S3_H_T2332	1	0	0	0	1	0	0	0	0	2
S3_H_T2333	53	37	18	15	8	6	5	7	4	1
S3_H_T2334	24	17	6	7	3	2	3	1	1	1
S3_H_T2335	15	16	11	9	7	5	10	9	9	3
S3_H_T2336	188	147	87	74	78	63	46	42	37	16
S3_H_T2337	36	22	20	16	17	6	7	7	7	1
S3_H_T2338	3	4	4	2	3	2	1	9	11	7
S3_H_T2339	46	41	25	24	48	35	35	33	54	25
S3_H_T234	5	4	6	1	3	0	1	4	1	0
S3_H_T2340	53	42	22	23	25	11	10	7	6	3
S3_H_T2341	293	249	219	220	239	165	202	228	284	132
S3_H_T2342	14	11	8	3	3	2	4	0	5	3
S3_H_T2343	0	0	0	0	0	0	0	0	0	0
S3_H_T2344	76	51	46	42	39	47	39	60	79	54
S3_H_T2345	4	3	0	0	0	1	0	1	1	0
S3_H_T2346	31	31	28	22	12	7	9	3	4	4
S3_H_T2347	70	71	49	45	30	34	31	30	22	3
S3_H_T2348	117	72	75	108	110	58	64	110	151	76
S3_H_T2349	79	57	36	38	48	33	38	30	34	23
S3_H_T235	21	14	12	22	22	11	8	8	7	3
S3_H_T2350	53	48	31	39	18	13	9	7	8	5
S3_H_T2351	10	14	11	10	14	5	11	16	22	20
S3_H_T2352	330	131	162	143	269	86	62	118	91	26
S3_H_T2353	23	13	7	8	7	2	2	0	1	0
S3_H_T2354	430	324	189	180	124	77	70	68	67	37
S3_H_T2355	36	28	9	7	18	5	7	7	5	5
S3_H_T2356	71	49	40	32	41	37	45	26	66	26
S3_H_T2357	5	4	5	3	4	4	4	4	1	1
S3_H_T2358	16	9	13	13	17	4	5	13	19	8
S3_H_T2359	38	19	29	29	50	10	9	43	68	38
S3_H_T236	8	6	1	1	6	6	6	3	9	0
S3_H_T2360	57	47	22	36	16	14	17	8	12	8
S3_H_T2361	57	21	43	45	61	10	10	90	129	65
S3_H_T2362	3	5	2	0	1	1	1	1	3	2
S3_H_T2363	29	15	18	24	24	11	11	27	41	20
S3_H_T2364	57	65	35	31	22	18	9	13	4	4
S3_H_T2365	17	22	16	16	11	6	2	7	6	3
S3_H_T2366	54	40	34	43	30	16	23	18	29	8
S3_H_T2367	20	13	7	10	16	12	11	22	32	10
S3_H_T2368	326	302	307	311	389	190	214	475	610	232
S3_H_T2369	13	9	6	9	11	2	3	4	0	0
S3_H_T237	409	244	231	208	253	50	38	42	55	20
S3_H_T2370	26	35	26	31	23	13	22	25	23	7
S3_H_T2371	130	74	57	57	67	50	38	55	55	32
S3_H_T2372	18	15	16	11	20	2	1	3	6	1
S3_H_T2373	8	10	11	8	8	0	1	10	9	1
S3_H_T2374	129	94	44	40	45	19	15	9	18	17
S3_H_T2375	17	16	17	10	13	16	12	8	8	6
S3_H_T2376	14	12	10	10	12	7	3	23	22	9
S3_H_T2377	185	71	101	130	158	34	38	239	258	95
S3_H_T2378	24	17	12	7	12	4	6	4	11	1
S3_H_T2379	37	47	38	41	51	19	25	20	19	6
S3_H_T238	35	42	32	28	28	18	28	19	16	3
S3_H_T2380	199	139	97	76	60	47	36	45	36	21
S3_H_T2381	64	53	25	28	17	18	15	17	20	1
S3_H_T2382	0	0	0	2	1	0	0	1	1	0
S3_H_T2383	245	295	181	157	135	72	42	27	37	16
S3_H_T2384	12	7	3	4	3	3	3	2	0	1
S3_H_T2385	177	130	96	107	139	91	78	60	61	23
S3_H_T2386	171	127	103	108	118	124	114	159	167	85
S3_H_T2387	21	12	8	7	7	13	3	5	11	1
S3_H_T2388	14	7	11	9	10	2	4	14	31	23
S3_H_T2389	41	36	25	28	19	19	15	6	4	2
S3_H_T239	0	0	1	0	0	0	0	0	0	0
S3_H_T2390	6	11	7	4	2	1	2	2	6	1
S3_H_T2391	24	21	22	22	21	9	6	15	19	6
S3_H_T2392	5	3	2	0	2	1	0	1	0	0
S3_H_T2393	196	96	98	83	71	47	40	41	46	18
S3_H_T2394	54	43	59	65	73	20	16	44	47	12
S3_H_T2395	0	2	0	0	3	0	0	1	2	0
S3_H_T2396	24	21	6	9	4	3	7	5	5	5
S3_H_T2397	6	6	4	2	5	1	0	3	5	3
S3_H_T2398	5	5	4	1	4	2	2	1	5	1
S3_H_T2399	0	0	0	0	0	0	0	0	0	0
S3_H_T24	78	55	37	55	46	28	41	53	68	33
S3_H_T240	9	12	3	9	5	5	3	8	7	1
S3_H_T2400	0	0	0	0	0	0	0	0	0	0
S3_H_T2401	68	39	42	24	33	10	6	15	18	5
S3_H_T2402	16	14	13	11	17	7	12	11	15	14
S3_H_T2403	39	32	10	10	11	6	9	5	6	2
S3_H_T2404	30	26	23	20	19	10	15	20	30	8
S3_H_T2405	79	54	46	29	36	11	25	9	17	4
S3_H_T2406	68	55	32	21	23	9	6	5	11	4
S3_H_T2407	24	20	22	16	14	11	19	17	14	3
S3_H_T2408	213	95	138	115	206	30	31	243	447	178
S3_H_T2409	187	147	100	89	109	58	32	26	25	6
S3_H_T241	5	1	1	7	5	0	1	9	10	3
S3_H_T2410	20	17	13	9	10	8	11	4	6	1
S3_H_T2411	22	23	17	16	16	9	7	5	3	2
S3_H_T2412	7	5	12	4	14	2	1	10	7	2
S3_H_T2413	53	27	21	20	18	11	10	11	8	4
S3_H_T2414	0	0	0	0	0	0	0	0	0	0
S3_H_T2415	447	338	323	344	465	249	258	541	611	179
S3_H_T2416	1	0	1	1	0	2	1	0	0	0
S3_H_T2417	0	1	1	0	0	0	0	0	0	0
S3_H_T2418	12	16	6	3	6	2	2	4	0	0
S3_H_T2419	1	0	0	0	0	0	0	0	0	0
S3_H_T242	72	68	53	41	46	38	41	67	59	15
S3_H_T2420	77	77	64	68	45	28	18	9	5	3
S3_H_T2421	22	12	8	14	14	6	9	16	20	4
S3_H_T2422	38	20	13	7	4	7	1	1	2	4
S3_H_T2423	16	26	19	9	12	13	13	10	13	2
S3_H_T2424	145	93	41	47	60	22	20	7	10	7
S3_H_T2425	31	16	19	28	22	14	12	14	32	12
S3_H_T2426	14	11	4	8	12	10	5	3	8	1
S3_H_T2427	30	38	20	21	22	25	21	20	30	17
S3_H_T2428	18	15	12	7	17	4	6	10	8	2
S3_H_T2429	36	35	19	21	24	8	8	7	5	0
S3_H_T243	63	60	49	57	51	27	12	11	13	3
S3_H_T2430	247	168	159	165	162	129	158	226	252	90
S3_H_T2431	17	10	6	6	9	3	8	6	6	5
S3_H_T2432	16	6	14	16	15	8	13	18	22	18
S3_H_T2433	41	40	45	35	41	32	33	43	46	5
S3_H_T2434	0	0	0	0	0	0	0	0	0	0
S3_H_T2435	118	113	80	78	93	31	39	74	97	23
S3_H_T2436	30	37	18	29	29	23	30	30	35	20
S3_H_T2437	19	12	14	8	9	3	6	1	3	0
S3_H_T2438	77	70	57	65	63	39	45	60	35	10
S3_H_T2439	14	21	12	10	5	9	5	7	14	5
S3_H_T244	31	29	31	38	38	31	28	40	39	6
S3_H_T2440	24	14	9	20	19	8	11	16	20	5
S3_H_T2441	17	7	14	17	12	1	0	1	3	0
S3_H_T2442	10	3	2	3	3	2	3	5	6	6
S3_H_T2443	34	21	32	33	34	7	18	44	63	44
S3_H_T2444	219	232	144	114	116	66	59	58	54	28
S3_H_T2445	16	2	4	4	7	1	2	15	15	3
S3_H_T2446	43	28	27	24	15	12	10	8	8	14
S3_H_T2447	7	13	5	6	7	6	8	7	9	1
S3_H_T2448	30	24	16	14	24	11	11	38	59	28
S3_H_T2449	22	18	11	8	23	7	13	27	44	22
S3_H_T245	16	20	10	11	12	8	14	15	24	14
S3_H_T2450	238	182	218	221	304	65	58	156	165	46
S3_H_T2451	15	22	12	16	8	4	6	8	11	3
S3_H_T2452	66	32	20	21	30	16	7	13	32	8
S3_H_T2453	238	194	230	228	320	73	61	280	357	101
S3_H_T2454	31	20	15	7	16	3	5	3	8	1
S3_H_T2455	53	44	31	30	16	18	8	8	6	8
S3_H_T2456	126	86	54	59	67	40	64	40	45	31
S3_H_T2457	34	26	37	43	35	17	22	35	66	34
S3_H_T2458	19	14	12	13	17	11	8	7	10	3
S3_H_T2459	49	39	27	34	27	30	33	42	46	19
S3_H_T246	48	36	31	32	44	24	24	68	68	48
S3_H_T2460	309	231	255	233	279	139	151	282	272	74
S3_H_T2461	112	80	47	49	47	28	20	24	25	7
S3_H_T2462	3	2	5	2	2	3	5	0	4	2
S3_H_T2463	43	24	38	39	42	8	5	29	26	7
S3_H_T2464	81	49	53	38	44	17	13	20	27	8
S3_H_T2465	93	43	81	63	66	12	16	37	34	12
S3_H_T2466	33	14	9	25	12	9	6	18	28	11
S3_H_T2467	3	5	1	1	1	1	1	1	3	0
S3_H_T2468	8	7	4	3	4	2	0	0	1	2
S3_H_T2469	10	13	12	11	15	10	10	23	22	22
S3_H_T247	0	0	2	1	0	1	1	2	2	1
S3_H_T2470	65	81	66	55	50	21	21	19	9	6
S3_H_T2471	35	29	30	27	30	14	20	10	8	1
S3_H_T2472	9	7	0	4	4	0	1	0	1	0
S3_H_T2473	22	19	17	18	26	7	8	27	40	19
S3_H_T2474	96	69	42	68	75	27	33	76	165	110
S3_H_T2475	34	13	14	12	18	7	8	12	13	4
S3_H_T2476	43	26	52	30	47	17	14	58	69	21
S3_H_T2477	123	81	41	42	26	27	23	7	10	2
S3_H_T2478	1	1	1	0	0	0	0	0	0	0
S3_H_T2479	20	14	13	14	12	2	4	4	4	0
S3_H_T248	30	33	12	17	30	21	11	32	53	29
S3_H_T2480	111	93	77	80	90	33	49	82	114	21
S3_H_T2481	175	157	113	91	75	57	51	47	73	27
S3_H_T2482	71	50	44	40	36	27	30	21	30	23
S3_H_T2483	45	49	33	37	26	8	11	11	8	3
S3_H_T2484	65	41	31	24	34	16	28	20	9	3
S3_H_T2485	10	8	8	12	17	5	5	14	20	4
S3_H_T2486	11	5	4	9	7	7	10	2	5	0
S3_H_T2487	136	106	98	77	103	53	53	39	28	14
S3_H_T2488	29	23	24	23	34	7	15	26	54	27
S3_H_T2489	51	47	38	37	46	50	48	82	88	56
S3_H_T249	60	71	47	44	36	14	12	4	10	6
S3_H_T2490	152	114	72	59	60	29	22	25	30	10
S3_H_T2491	51	35	34	42	39	24	30	57	61	20
S3_H_T2492	67	49	51	58	69	31	47	91	105	64
S3_H_T2493	35	32	25	22	24	17	16	30	31	13
S3_H_T2494	8	9	5	3	3	5	1	1	0	1
S3_H_T2495	33	52	32	39	29	28	29	23	32	13
S3_H_T2496	127	102	71	92	75	27	38	41	46	22
S3_H_T2497	9	6	6	5	7	1	4	3	2	0
S3_H_T2498	44	18	26	25	50	8	5	56	108	41
S3_H_T2499	93	77	42	32	23	19	20	24	15	13
S3_H_T25	135	89	78	88	98	57	77	103	147	46
S3_H_T250	21	11	5	7	6	2	1	1	1	0
S3_H_T2500	6	2	3	3	1	0	1	0	1	0
S3_H_T2501	269	175	151	167	197	49	69	174	210	68
S3_H_T2502	61	26	20	18	17	2	4	5	1	3
S3_H_T2503	38	36	35	34	40	25	30	35	60	21
S3_H_T2504	33	22	22	22	33	15	5	2	10	5
S3_H_T2505	4	1	5	4	3	0	0	3	4	1
S3_H_T2506	7	3	8	2	3	4	3	1	4	3
S3_H_T2507	26	26	15	18	20	21	13	22	25	10
S3_H_T2508	27	20	18	33	31	11	18	32	28	5
S3_H_T2509	10	5	6	6	3	2	2	1	1	2
S3_H_T251	12	7	10	6	7	1	0	8	16	5
S3_H_T2510	1	0	0	1	1	0	0	0	0	0
S3_H_T2511	47	55	44	39	54	31	31	39	54	27
S3_H_T2512	48	53	25	28	19	22	13	7	10	5
S3_H_T2513	10	8	6	2	6	4	0	2	0	1
S3_H_T2514	176	169	141	131	102	29	21	12	18	12
S3_H_T2515	15	14	16	6	12	10	3	2	1	1
S3_H_T2516	29	32	23	23	40	10	10	35	34	15
S3_H_T2517	25	17	23	13	12	5	5	7	12	6
S3_H_T2518	0	1	1	0	1	0	0	1	0	0
S3_H_T2519	31	22	19	17	14	8	8	4	7	4
S3_H_T252	42	24	26	17	37	4	6	10	15	5
S3_H_T2520	128	84	62	64	56	27	31	45	42	13
S3_H_T2521	20	32	26	16	14	8	9	4	9	2
S3_H_T2522	0	1	2	2	2	0	1	1	3	1
S3_H_T2523	81	68	57	31	38	17	18	5	6	11
S3_H_T2524	183	172	85	90	75	51	38	22	31	15
S3_H_T2525	145	130	100	94	101	64	106	93	132	62
S3_H_T2526	77	55	31	30	30	23	15	28	15	21
S3_H_T2527	35	19	14	16	10	8	4	6	2	4
S3_H_T2528	88	34	38	36	26	15	11	16	20	15
S3_H_T2529	96	94	63	69	87	69	76	82	68	17
S3_H_T253	172	141	98	111	94	49	65	46	46	27
S3_H_T2530	2	1	2	0	2	1	0	0	0	1
S3_H_T2531	0	1	2	0	1	0	0	0	1	0
S3_H_T2532	128	121	88	99	94	78	87	98	109	37
S3_H_T2533	99	75	34	36	15	22	17	8	15	12
S3_H_T2534	49	40	27	27	32	16	18	14	22	14
S3_H_T2535	3	4	5	5	5	4	3	4	5	8
S3_H_T2536	142	143	106	92	105	62	64	25	34	8
S3_H_T2537	30	35	31	30	44	16	22	15	18	17
S3_H_T2538	386	337	299	290	309	215	286	422	461	117
S3_H_T2539	0	0	0	0	1	0	0	0	0	1
S3_H_T254	185	144	144	133	174	69	86	210	251	106
S3_H_T2540	13	20	6	5	9	2	1	2	8	2
S3_H_T2541	136	128	85	78	84	86	109	123	140	77
S3_H_T2542	1	0	1	1	1	0	1	0	0	2
S3_H_T2543	144	101	80	81	68	49	63	49	63	31
S3_H_T2544	46	61	38	37	33	33	25	39	37	25
S3_H_T2545	5	3	4	3	9	0	0	2	2	1
S3_H_T2546	2	0	2	1	1	1	0	0	1	1
S3_H_T2547	201	143	117	130	144	122	171	180	262	139
S3_H_T2548	54	33	32	55	46	21	16	32	27	10
S3_H_T2549	0	0	0	0	0	0	0	0	0	0
S3_H_T255	21	8	17	8	13	12	9	15	22	10
S3_H_T2550	25	13	19	18	21	12	8	21	18	8
S3_H_T2551	6	20	17	13	15	16	18	16	16	8
S3_H_T2552	85	86	69	62	91	61	53	76	88	28
S3_H_T2553	4	3	1	1	4	0	1	1	1	0
S3_H_T2554	22	22	22	13	13	7	14	14	4	7
S3_H_T2555	173	167	108	121	122	93	86	85	95	49
S3_H_T2556	46	41	45	33	49	11	9	8	7	4
S3_H_T2557	52	23	30	35	38	3	13	13	6	4
S3_H_T2558	301	228	171	170	194	138	146	147	125	42
S3_H_T2559	8	6	5	3	3	1	2	2	0	0
S3_H_T256	2	0	0	0	0	0	0	1	1	0
S3_H_T2560	0	1	0	1	1	0	0	0	0	1
S3_H_T2561	18	11	9	11	15	5	5	13	18	3
S3_H_T2562	203	142	99	94	104	87	70	70	85	44
S3_H_T2563	0	2	0	0	0	0	0	0	0	0
S3_H_T2564	44	49	58	48	45	55	58	64	59	27
S3_H_T2565	22	23	18	13	11	12	11	15	13	4
S3_H_T2566	4	2	1	0	3	4	0	0	0	1
S3_H_T2567	39	37	28	37	27	27	24	23	29	4
S3_H_T2568	20	22	17	15	10	5	5	5	2	5
S3_H_T2569	3	3	3	5	5	1	1	3	2	1
S3_H_T257	13	3	10	9	12	1	5	14	24	12
S3_H_T2570	9	10	3	2	2	3	1	0	0	1
S3_H_T2571	54	27	42	33	30	26	18	14	16	11
S3_H_T2572	14	21	14	9	8	7	3	3	2	3
S3_H_T2573	54	50	37	49	47	27	31	45	61	16
S3_H_T2574	99	74	59	50	63	39	36	47	50	59
S3_H_T2575	4	2	3	3	5	4	1	2	7	1
S3_H_T2576	239	182	151	143	146	74	54	31	30	16
S3_H_T2577	104	103	42	56	44	21	25	11	20	10
S3_H_T2578	36	32	25	31	29	24	24	14	7	3
S3_H_T2579	61	58	31	33	42	19	11	7	4	4
S3_H_T258	7	5	3	7	5	0	1	4	10	3
S3_H_T2580	51	62	45	30	32	13	12	11	6	5
S3_H_T2581	72	31	48	35	47	11	15	55	54	23
S3_H_T2582	64	69	64	48	90	68	73	76	116	72
S3_H_T2583	5	5	3	2	5	4	2	4	2	0
S3_H_T2584	137	89	113	88	133	23	15	19	23	10
S3_H_T2585	38	35	24	16	24	26	17	28	18	9
S3_H_T2586	26	18	13	14	15	6	6	9	26	9
S3_H_T2587	28	22	18	19	14	6	8	6	15	6
S3_H_T2588	214	145	140	126	130	72	76	60	58	14
S3_H_T2589	3	1	0	0	1	1	1	1	0	0
S3_H_T259	16	13	7	6	8	12	9	4	9	4
S3_H_T2590	20	29	28	38	22	24	20	23	24	2
S3_H_T2591	11	9	13	6	8	6	2	4	2	1
S3_H_T2592	0	0	2	0	0	0	0	0	0	0
S3_H_T2593	36	29	23	22	24	13	17	25	34	25
S3_H_T2594	0	1	0	0	0	0	0	0	0	0
S3_H_T2595	0	2	0	0	0	0	0	1	1	0
S3_H_T2596	34	25	18	11	8	1	8	6	3	3
S3_H_T2597	22	28	29	17	22	6	10	15	10	2
S3_H_T2598	99	69	55	50	58	53	56	70	74	36
S3_H_T2599	0	0	0	0	1	1	0	0	1	0
S3_H_T26	89	86	53	34	44	34	30	24	14	10
S3_H_T260	12	8	9	3	7	4	3	8	3	3
S3_H_T2600	11	7	2	8	5	1	2	8	8	4
S3_H_T2601	18	19	6	4	7	5	2	0	2	1
S3_H_T2602	0	0	0	0	0	0	0	0	0	0
S3_H_T2603	41	44	37	32	28	31	26	18	27	12
S3_H_T2604	11	9	6	10	5	11	3	6	5	2
S3_H_T2605	13	7	12	5	9	3	4	2	2	0
S3_H_T2606	108	88	48	43	34	19	17	4	9	5
S3_H_T2607	25	15	15	6	16	5	2	18	32	8
S3_H_T2608	29	29	19	34	26	23	23	33	39	34
S3_H_T2609	102	113	64	56	34	23	16	10	14	5
S3_H_T261	118	76	96	94	96	58	75	111	123	61
S3_H_T2610	19	10	6	6	12	3	4	11	18	9
S3_H_T2611	35	39	24	20	15	8	9	3	3	5
S3_H_T2612	1	2	2	1	2	0	0	0	1	0
S3_H_T2613	6	7	7	2	4	2	3	3	0	1
S3_H_T2614	64	54	30	30	16	9	6	4	6	5
S3_H_T2615	29	16	20	24	10	16	18	7	6	3
S3_H_T2616	29	28	16	24	22	8	4	15	5	2
S3_H_T2617	82	50	19	25	23	7	9	15	21	5
S3_H_T2618	137	113	71	66	50	21	22	18	19	14
S3_H_T2619	0	0	1	0	1	0	1	1	0	0
S3_H_T262	47	19	24	19	26	6	6	8	9	4
S3_H_T2620	21	15	17	15	16	13	13	13	17	4
S3_H_T2621	149	126	124	122	129	46	43	42	46	11
S3_H_T2622	26	16	22	24	20	25	21	30	30	14
S3_H_T2623	52	42	34	25	23	12	10	6	7	3
S3_H_T2624	18	1	12	13	23	3	1	9	6	2
S3_H_T2625	90	44	42	47	62	7	5	32	68	26
S3_H_T2626	4	9	7	6	5	4	6	9	2	2
S3_H_T2627	19	16	16	13	15	2	3	8	15	5
S3_H_T2628	2	2	0	1	0	0	1	3	2	1
S3_H_T2629	30	18	19	17	20	9	13	20	20	8
S3_H_T263	60	55	31	38	60	35	54	65	65	34
S3_H_T2630	34	31	32	35	46	25	8	21	18	7
S3_H_T2631	48	30	18	23	13	8	12	9	10	1
S3_H_T2632	42	23	20	18	13	8	16	15	18	9
S3_H_T2633	112	79	62	62	46	46	58	37	60	24
S3_H_T2634	0	0	0	0	0	0	0	0	0	0
S3_H_T2635	100	66	44	83	75	27	27	51	56	10
S3_H_T2636	0	2	3	2	4	3	1	2	2	0
S3_H_T2637	20	19	10	9	7	8	3	2	2	3
S3_H_T2638	12	4	2	4	3	2	3	2	1	0
S3_H_T2639	142	138	121	111	141	58	64	149	146	55
S3_H_T264	3	6	5	6	2	5	5	2	5	5
S3_H_T2640	15	9	12	9	4	2	3	2	8	0
S3_H_T2641	50	32	26	20	28	13	18	12	11	6
S3_H_T2642	70	111	70	70	90	82	106	100	128	65
S3_H_T2643	21	12	15	19	25	7	4	23	38	18
S3_H_T2644	45	42	14	17	19	16	10	3	6	4
S3_H_T2645	32	33	16	13	19	16	15	16	13	12
S3_H_T2646	17	18	5	5	13	4	7	8	9	2
S3_H_T2647	36	44	24	31	44	20	17	26	17	11
S3_H_T2648	56	41	48	40	63	22	32	47	52	21
S3_H_T2649	297	233	189	169	184	166	203	165	176	64
S3_H_T265	15	4	10	7	12	1	0	17	48	13
S3_H_T2650	6	8	4	1	7	2	2	3	6	4
S3_H_T2651	36	31	24	32	21	5	17	13	16	4
S3_H_T2652	4	3	2	2	4	0	1	0	0	1
S3_H_T2653	24	26	17	15	11	3	5	4	7	4
S3_H_T2654	6	0	0	2	6	0	1	1	4	0
S3_H_T2655	8	4	2	3	4	2	1	1	1	0
S3_H_T2656	23	17	20	13	18	3	5	6	17	1
